Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
23,male,Australia,Yes,Yes,Yes,Rarely,6-25,No,Yes,No,Not sure,No,Dont know,Yes,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No
65,male,Netherlands,Yes,No,Yes,Never,More than 1000,Yes,Yes,No,No,Dont know,No,No,Very easy,No,Maybe,No,Some of them,Yes,No,Dont know,Yes
21,female,United States,Yes,No,No,Often,6-25,Yes,No,Dont know,Not sure,Dont know,Dont know,No,Very easy,Maybe,Yes,No,Yes,No,No,Yes,Yes
47,male,United States,Yes,Yes,No,Never,More than 1000,Yes,Yes,Yes,Yes,Dont know,Dont know,No,Somewhat difficult,Maybe,No,Yes,Some of them,Yes,Yes,Dont know,No
28,male,Germany,No,Yes,No,Sometimes,1-5,Yes,Yes,Yes,No,Yes,Yes,No,Dont know,Yes,No,No,Yes,No,Yes,No,Yes
47,male,Canada,No,Yes,No,Sometimes,26-100,No,Yes,Dont know,Yes,Yes,No,Yes,Somewhat difficult,Yes,Yes,No,No,Maybe,Maybe,Dont know,Yes
48,male,Sweden,No,Yes,Yes,Rarely,6-25,No,Yes,No,Yes,Yes,Yes,Dont know,Very difficult,Yes,Maybe,Some of them,Some of them,Yes,No,Yes,Yes
41,male,United Kingdom,Yes,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Not sure,Dont know,No,Dont know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,Dont know,Yes
26,male,Canada,Yes,Yes,No,Never,26-100,Yes,Yes,Dont know,Not sure,Yes,Dont know,No,Very easy,No,Maybe,Some of them,No,Maybe,Yes,Yes,Yes
20,female,Other,No,No,No,Sometimes,6-25,Yes,Yes,Dont know,Not sure,Yes,Dont know,Yes,Dont know,Yes,Maybe,Some of them,No,Maybe,Maybe,No,No
48,male,Other,No,Yes,Yes,Never,500-1000,No,Yes,Yes,Yes,Yes,No,Yes,Dont know,No,Maybe,No,Some of them,Yes,Yes,Yes,No
57,other,Other,Yes,Yes,Yes,Rarely,More than 1000,No,Yes,Dont know,No,Dont know,Yes,Yes,Somewhat difficult,Maybe,Yes,Yes,Some of them,No,No,Yes,No
54,female,United States,Yes,Yes,No,Rarely,500-1000,No,Yes,No,Not sure,Dont know,No,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,Yes,No,Yes,Yes
53,male,United States,No,Yes,No,Never,1-5,No,Yes,Dont know,Not sure,Dont know,No,Yes,Very easy,Yes,Maybe,No,No,Maybe,Yes,Yes,Yes
41,female,India,Yes,Yes,No,Sometimes,More than 1000,Yes,Yes,No,Yes,Yes,Dont know,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,Yes
48,male,Australia,Yes,Yes,No,Rarely,1-5,No,Yes,No,No,No,Yes,No,Dont know,Yes,No,No,Yes,No,Yes,Yes,Yes
23,female,Netherlands,No,No,No,Often,26-100,No,No,Yes,Yes,Yes,No,Dont know,Somewhat difficult,Maybe,Yes,Some of them,Some of them,Maybe,No,No,Yes
19,male,United Kingdom,Yes,Yes,Yes,Rarely,6-25,Yes,Yes,Dont know,Not sure,Yes,Yes,Dont know,Very difficult,No,Yes,Yes,Yes,Yes,Yes,No,No
37,female,Germany,No,Yes,Yes,Sometimes,100-500,Yes,Yes,No,Yes,Dont know,Yes,No,Very difficult,Yes,No,Some of them,No,Yes,No,Dont know,No
45,female,Netherlands,Yes,Yes,Yes,Often,1-5,No,No,No,Not sure,Dont know,No,Dont know,Very easy,Maybe,No,Yes,Yes,Yes,Maybe,Yes,No
28,female,India,No,Yes,No,Sometimes,100-500,No,Yes,Dont know,No,Yes,Yes,Yes,Dont know,Yes,Yes,Some of them,No,Yes,No,Dont know,Yes
21,female,United States,Yes,No,Yes,Never,100-500,No,Yes,No,Yes,Yes,Dont know,Yes,Very easy,No,Maybe,Some of them,Some of them,Yes,Maybe,No,No
32,male,Germany,No,Yes,Yes,Often,6-25,No,Yes,Dont know,Not sure,No,Dont know,Dont know,Somewhat easy,No,Yes,Some of them,Yes,Maybe,No,No,No
23,male,United States,No,Yes,Yes,Sometimes,26-100,Yes,No,Yes,Not sure,No,Dont know,Yes,Somewhat easy,No,Maybe,No,No,Maybe,No,Yes,No
47,male,United Kingdom,No,Yes,No,Often,6-25,Yes,No,No,Not sure,Dont know,Dont know,Yes,Somewhat easy,No,No,No,Some of them,No,Yes,Yes,No
55,male,Australia,No,Yes,No,Sometimes,More than 1000,No,Yes,No,Not sure,No,Yes,Dont know,Very difficult,No,No,Yes,Some of them,Yes,No,Dont know,Yes
19,female,Netherlands,Yes,No,Yes,Often,1-5,No,Yes,Dont know,Yes,No,Dont know,No,Dont know,Yes,No,Yes,Some of them,No,Yes,No,Yes
32,male,Netherlands,Yes,Yes,No,Sometimes,100-500,No,Yes,Dont know,Not sure,Dont know,No,Dont know,Very easy,Yes,Maybe,No,Some of them,Maybe,Yes,Dont know,No
28,other,Other,No,No,Yes,Never,6-25,No,Yes,Dont know,Yes,No,Dont know,Dont know,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Dont know,No
25,male,Canada,Yes,Yes,Yes,Often,6-25,No,Yes,Dont know,Not sure,Yes,No,Dont know,Somewhat easy,Yes,Maybe,Yes,No,No,No,Dont know,No
43,female,Other,Yes,No,Yes,Often,6-25,Yes,Yes,No,Yes,No,No,Dont know,Dont know,Maybe,Yes,No,Yes,Yes,Yes,Yes,No
62,male,Germany,Yes,No,Yes,Often,1-5,Yes,Yes,Yes,Yes,Dont know,Dont know,No,Dont know,Maybe,Yes,No,No,Yes,Maybe,No,No
61,female,Sweden,Yes,Yes,No,Often,26-100,Yes,Yes,Yes,Not sure,Yes,Dont know,No,Somewhat difficult,Yes,Yes,No,Some of them,No,Maybe,Dont know,No
22,female,Other,Yes,Yes,No,Never,6-25,No,Yes,Yes,Not sure,No,Yes,Yes,Dont know,Maybe,No,No,Yes,Maybe,No,No,No
23,male,India,No,No,No,Often,1-5,No,Yes,Yes,Not sure,Yes,No,Yes,Dont know,Maybe,Yes,Some of them,Some of them,No,Yes,No,No
43,male,Other,No,No,No,Rarely,100-500,Yes,Yes,Dont know,Not sure,Yes,Dont know,Dont know,Very easy,No,No,No,No,No,Maybe,Dont know,No
21,female,Other,No,Yes,Yes,Never,More than 1000,Yes,No,No,No,No,Yes,Yes,Dont know,Yes,Yes,Yes,Some of them,No,No,Dont know,Yes
36,male,Sweden,No,No,No,Rarely,500-1000,No,Yes,No,Not sure,No,Dont know,No,Dont know,Maybe,Yes,Some of them,Yes,Yes,No,Yes,No
37,male,Canada,Yes,No,Yes,Often,1-5,Yes,Yes,No,Not sure,Dont know,Dont know,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,No,No,Yes
