age,country,employment,remotework,orgsize,comptotal,jobsat,convertedcompyearly,industry
25-34 years old,Pakistan,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",100 to 499 employees,5000000.0,7.0,17945.0,Software Development
18-24 years old,Georgia,"Employed, full-time;Student, part-time",Remote,"10,000 or more employees",36000.0,4.0,12585.0,Software Development
45-54 years old,Ukraine,"Employed, full-time",Remote,"1,000 to 4,999 employees",60000.0,9.0,1481.0,Software Development
25-34 years old,Lithuania,"Employed, full-time",Remote,500 to 999 employees,49200.0,9.0,52844.0,Software Development
25-34 years old,Germany,"Employed, full-time;Student, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",55000.0,8.0,59073.0,Other:
25-34 years old,Greece,"Employed, full-time",In-person,2 to 9 employees,21000.0,2.0,22555.0,Banking/Financial Services
25-34 years old,India,"Employed, full-time",Remote,10 to 19 employees,2000000.0,9.0,23927.0,Fintech
18-24 years old,Austria,"Student, part-time;Employed, part-time",In-person,20 to 99 employees,46200.0,8.0,49622.0,Software Development
25-34 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,85000.0,8.0,85000.0,"Transportation, or Supply Chain"
18-24 years old,Portugal,"Employed, full-time",Remote,100 to 499 employees,23000.0,9.0,24703.0,Software Development
35-44 years old,Italy,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",36000.0,7.0,38666.0,"Transportation, or Supply Chain"
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,75000.0,8.0,80555.0,Healthcare
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,200000.0,8.0,200000.0,Manufacturing
45-54 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,74000.0,7.0,79481.0,Software Development
35-44 years old,Poland,"Employed, full-time",Remote,100 to 499 employees,380000.0,7.0,94037.0,Software Development
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",130000.0,10.0,139628.0,Manufacturing
18-24 years old,Germany,"Employed, full-time",Remote,"1,000 to 4,999 employees",54000.0,8.0,57999.0,Other:
45-54 years old,Germany,"Employed, full-time",Remote,100 to 499 employees,70000.0,8.0,75184.0,Other:
18-24 years old,Hungary,"Student, full-time;Employed, part-time",In-person,100 to 499 employees,2000000.0,6.0,5435.0,Software Development
18-24 years old,Netherlands,"Employed, full-time",Remote,"1,000 to 4,999 employees",51000.0,7.0,54777.0,Software Development
35-44 years old,Lithuania,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",20 to 99 employees,36000.0,10.0,38666.0,Government
35-44 years old,India,"Employed, full-time",Remote,500 to 999 employees,3700000.0,6.0,44265.0,Healthcare
25-34 years old,Hungary,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",100 to 499 employees,17250000.0,4.0,46878.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",In-person,"5,000 to 9,999 employees",47000.0,8.0,59872.0,Government
35-44 years old,Ukraine,"Employed, full-time",Remote,20 to 99 employees,324000.0,6.0,7998.0,Software Development
25-34 years old,Romania,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",250000.0,7.0,53943.0,Software Development
25-34 years old,Hungary,"Employed, full-time",In-person,100 to 499 employees,3820000.0,3.0,10381.0,Manufacturing
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",87500.0,6.0,111464.0,Banking/Financial Services
35-44 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,2 to 9 employees,60000.0,6.0,60000.0,Higher Education
25-34 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",120000.0,7.0,128887.0,"Internet, Telecomm or Information Services"
35-44 years old,Germany,"Employed, full-time",Remote,20 to 99 employees,53000.0,1.0,56925.0,Higher Education
35-44 years old,Romania,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",24000.0,5.0,5179.0,"Internet, Telecomm or Information Services"
35-44 years old,Switzerland,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",185000.0,8.0,206121.0,Banking/Financial Services
25-34 years old,Italy,"Employed, full-time",Remote,100 to 499 employees,60000.0,8.0,64444.0,"Transportation, or Supply Chain"
25-34 years old,Hungary,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,21500000.0,6.0,58427.0,Insurance
25-34 years old,Netherlands,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,79300.0,8.0,85173.0,Other:
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",100000.0,2.0,100000.0,Insurance
25-34 years old,Ukraine,"Employed, full-time",Remote,20 to 99 employees,90000.0,10.0,96666.0,Software Development
45-54 years old,South Africa,"Employed, full-time",Remote,100 to 499 employees,1200000.0,8.0,64570.0,Fintech
25-34 years old,Czech Republic,"Employed, full-time",In-person,100 to 499 employees,1012500.0,6.0,43978.0,Software Development
18-24 years old,Belarus,"Student, full-time;Employed, part-time",Remote,2 to 9 employees,300.0,10.0,300.0,Software Development
25-34 years old,France,"Employed, full-time",In-person,10 to 19 employees,22000.0,8.0,23629.0,Other:
25-34 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,480000.0,8.0,129524.0,Software Development
25-34 years old,India,"Employed, full-time",In-person,2 to 9 employees,480000.0,10.0,5742.0,Software Development
35-44 years old,Bangladesh,"Employed, full-time",In-person,100 to 499 employees,5000000.0,10.0,42489.0,Software Development
25-34 years old,Tunisia,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,84000.0,7.0,61062.0,Software Development
35-44 years old,France,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",70000.0,7.0,75184.0,"Internet, Telecomm or Information Services"
25-34 years old,Germany,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",500 to 999 employees,40000.0,6.0,42962.0,Software Development
35-44 years old,France,"Employed, full-time",Remote,100 to 499 employees,140000.0,9.0,150369.0,Other:
55-64 years old,Spain,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,54000.0,7.0,57999.0,Software Development
25-34 years old,United Arab Emirates,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,215000.0,10.0,215000.0,Other:
35-44 years old,France,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,70000.0,8.0,75184.0,Software Development
25-34 years old,United States of America,"Employed, full-time",Remote,100 to 499 employees,170000.0,7.0,170000.0,Healthcare
45-54 years old,Spain,"Employed, full-time",Remote,20 to 99 employees,62000.0,9.0,66592.0,Software Development
18-24 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",50000.0,8.0,53703.0,Government
45-54 years old,Turkey,"Employed, full-time",In-person,100 to 499 employees,900000.0,7.0,27822.0,Manufacturing
55-64 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,"5,000 to 9,999 employees",38400.0,0.0,48917.0,Other:
18-24 years old,Spain,"Employed, full-time",Remote,"1,000 to 4,999 employees",50000.0,7.0,53703.0,Software Development
25-34 years old,Belgium,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,35000.0,2.0,37592.0,"Transportation, or Supply Chain"
25-34 years old,Germany,"Employed, full-time",Remote,100 to 499 employees,72000.0,6.0,77332.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",156000.0,6.0,198725.0,Fintech
18-24 years old,Spain,"Employed, full-time",Remote,2 to 9 employees,33000.0,1.0,35444.0,Software Development
35-44 years old,Russian Federation,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,4200000.0,9.0,47059.0,Software Development
25-34 years old,Canada,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,180000.0,10.0,130847.0,Energy
35-44 years old,France,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",82000.0,8.0,88073.0,Software Development
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)",10 to 19 employees,200000.0,7.0,200000.0,Government
35-44 years old,Germany,"Employed, full-time",Remote,100 to 499 employees,60000.0,8.0,64444.0,Media & Advertising Services
25-34 years old,Latvia,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,20 to 99 employees,85000.0,10.0,91295.0,Software Development
25-34 years old,Switzerland,"Employed, full-time",In-person,100 to 499 employees,96000.0,9.0,106960.0,"Internet, Telecomm or Information Services"
25-34 years old,Sweden,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",1500000.0,3.0,143076.0,Healthcare
25-34 years old,Hungary,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,1400000.0,2.0,3805.0,Fintech
45-54 years old,Sweden,"Employed, full-time",In-person,"1,000 to 4,999 employees",816000.0,5.0,77833.0,Retail and Consumer Services
35-44 years old,Ireland,"Employed, full-time",Remote,20 to 99 employees,150000.0,7.0,161109.0,Fintech
25-34 years old,Kazakhstan,"Employed, full-time",In-person,100 to 499 employees,2840000.0,8.0,6292.0,Higher Education
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",2 to 9 employees,75000.0,9.0,95541.0,Other:
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time",Remote,20 to 99 employees,40000.0,8.0,50955.0,Media & Advertising Services
35-44 years old,United States of America,"Employed, full-time",Remote,"10,000 or more employees",141500.0,4.0,141500.0,Manufacturing
35-44 years old,Ukraine,"Employed, full-time",Remote,"1,000 to 4,999 employees",63000.0,5.0,1555.0,Healthcare
25-34 years old,Belarus,"Employed, full-time",In-person,500 to 999 employees,72000.0,8.0,21968.0,Software Development
25-34 years old,India,"Employed, full-time",In-person,20 to 99 employees,2500000.0,7.0,29909.0,Software Development
25-34 years old,South Africa,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,1000000.0,10.0,53808.0,"Internet, Telecomm or Information Services"
25-34 years old,Norway,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",900000.0,8.0,84232.0,Banking/Financial Services
35-44 years old,Belgium,"Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,125000.0,10.0,134258.0,Healthcare
25-34 years old,Israel,"Employed, full-time","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",364000.0,8.0,98223.0,Government
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",100 to 499 employees,80000.0,8.0,85925.0,Software Development
18-24 years old,Netherlands,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",20 to 99 employees,41366.0,6.0,44430.0,Software Development
18-24 years old,France,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","1,000 to 4,999 employees",15000.0,7.0,16111.0,Software Development
35-44 years old,Brazil,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,100 to 499 employees,1100000.0,6.0,205136.0,Other:
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",20 to 99 employees,72000.0,7.0,77332.0,Energy
45-54 years old,United States of America,"Employed, full-time",Remote,10 to 19 employees,175000.0,10.0,175000.0,Software Development
25-34 years old,Czech Republic,"Employed, full-time",Remote,20 to 99 employees,800000.0,9.0,34748.0,Software Development
25-34 years old,United Kingdom of Great Britain and Northern Ireland,"Employed, full-time","Hybrid (some remote, some in-person)",2 to 9 employees,42000.0,7.0,53503.0,Higher Education
45-54 years old,United States of America,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",85000.0,9.0,85000.0,Higher Education
45-54 years old,Malaysia,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,2 to 9 employees,132000.0,7.0,27969.0,Software Development
25-34 years old,Serbia,"Employed, full-time",In-person,20 to 99 employees,2400000.0,8.0,22020.0,Software Development
35-44 years old,Poland,"Employed, full-time",Remote,"10,000 or more employees",413400.0,8.0,102302.0,Retail and Consumer Services
35-44 years old,Australia,"Employed, full-time","Hybrid (some remote, some in-person)","10,000 or more employees",190000.0,4.0,125525.0,Banking/Financial Services
25-34 years old,Russian Federation,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",3036000.0,9.0,34017.0,Retail and Consumer Services
25-34 years old,Sweden,"Employed, full-time","Hybrid (some remote, some in-person)","5,000 to 9,999 employees",650000.0,7.0,62000.0,Manufacturing
35-44 years old,Germany,"Employed, full-time","Hybrid (some remote, some in-person)",500 to 999 employees,92000.0,9.0,98814.0,Other:
